id,title,year,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore,rtPictureURL
196,Species,1995,4.9,31,12,19,38,5.1,5,1,4,20,2.7,6716,37,http://content7.flixster.com/movie/66/42/83/6642833_det.jpg
197,The Stars Fell on Henrietta,1995,4.9,7,2,5,28,0,1,0,1,0,3,66,18,http://content7.flixster.com/movie/10/85/18/10851893_det.jpg
198,Strange Days,1995,6,38,23,15,60,5.9,8,4,4,50,3.3,7016,70,http://content8.flixster.com/movie/27/10/271010_det.jpg
199,Les parapluies de Cherbourg,1964,8.6,45,44,1,97,7.9,10,9,1,90,4.1,3199,86,http://content9.flixster.com/movie/30/89/308923_det.jpg
200,The Tie That Binds,1995,2.8,9,1,8,11,0,3,0,3,0,3,286,34,http://content9.flixster.com/movie/10/91/94/10919459_det.jpg
201,Three Wishes,1995,4.4,15,2,13,13,0,4,0,4,0,3,1249,52,http://content7.flixster.com/movie/26/05/260509_det.jpg
202,Total Eclipse,1995,4.9,16,4,12,25,0,4,1,3,25,3.4,2222,63,http://content6.flixster.com/movie/11/14/92/11149252_det.jpg
203,"To Wong Foo Thanks for Everything, Julie Newmar",1995,5,23,8,15,34,5.2,5,0,5,0,3.1,6833,69,http://content9.flixster.com/movie/10/88/06/10880663_det.jpg
204,Under Siege 2: Dark Territory,1995,4.5,29,10,19,34,0,3,2,1,66,2.6,5213,47,http://content6.flixster.com/movie/27/23/272392_det.jpg
205,Unstrung Heroes,1995,6.3,21,16,5,76,0,4,2,2,50,3.2,530,54,http://content8.flixster.com/movie/26/44/264406_det.jpg
206,Unzipped,1995,6.7,13,10,3,76,7.9,5,5,0,100,3.3,64,67,http://content6.flixster.com/movie/10/86/36/10863660_det.jpg
207,A Walk in the Clouds,1995,5.5,22,9,13,40,0,3,1,2,33,3.3,12692,74,http://content7.flixster.com/movie/10/89/20/10892013_det.jpg
208,Waterworld,1995,5.1,48,20,28,41,6.4,9,7,2,77,2.6,18023,46,http://content9.flixster.com/movie/25/75/257591_det.jpg
209,White Man's Burden,1995,4.5,32,8,24,25,4.4,10,1,9,10,2.8,1275,38,http://content7.flixster.com/movie/27/54/275405_det.jpg
210,Wild Bill,1995,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
211,The Browning Version,1951,7.8,17,15,2,88,0,3,1,2,33,4.3,270,94,http://content7.flixster.com/movie/10/83/88/10838841_det.jpg
212,Bushwhacked,1995,2.1,9,0,9,0,0,2,0,2,0,2.6,1388,38,http://content9.flixster.com/movie/91/58/09/9158095_det.jpg
213,Utomlyonnye solntsem,1994,7,13,10,3,76,0,4,3,1,75,4.3,1533,93,http://content8.flixster.com/movie/27/23/272326_det.jpg
214,Before the Rain,1994,7.5,12,10,2,83,0,2,2,0,100,4.4,1683,93,http://content6.flixster.com/movie/10/89/78/10897876_det.jpg
215,Before Sunrise,1995,8.2,34,34,0,100,9.3,5,5,0,100,4.1,20616,92,http://content7.flixster.com/movie/10/85/60/10856081_det.jpg
216,Billy Madison,1995,4.8,35,15,20,42,0,4,1,3,25,3.5,91595,79,http://content6.flixster.com/movie/26/12/261212_det.jpg
217,The Babysitters,2007,4.4,26,8,18,30,4.6,12,3,9,25,2.9,1237,35,http://content9.flixster.com/movie/10/84/14/10841411_det.jpg
218,Boys on the Side,1995,6,32,23,9,71,6.1,8,5,3,62,3.1,4572,65,http://content6.flixster.com/movie/27/12/271228_det.jpg
219,The Cure,1995,5.5,10,4,6,40,0,4,1,3,25,3.7,2207,79,http://content9.flixster.com/movie/10/86/12/10861271_det.jpg
220,Castle Freak,1995,5.4,7,4,3,57,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/89/86/10898627_det.jpg
222,Circle of Friends,1995,6.5,35,27,8,77,6.5,11,8,3,72,3.3,3292,65,http://content7.flixster.com/movie/10/91/53/10915357_det.jpg
223,Clerks.,1994,7.4,48,42,6,87,7.1,9,8,1,88,3.8,57642,89,http://content8.flixster.com/movie/10/93/69/10936950_det.jpg
224,Don Juan DeMarco,1994,5.8,22,16,6,72,0,2,1,1,50,3.3,14169,70,http://content9.flixster.com/movie/25/52/255207_det.jpg
225,Disclosure,1994,5.7,40,24,16,60,5.8,9,5,4,55,2.8,3648,41,http://content8.flixster.com/movie/27/42/274202_det.jpg
226,Tucker: The Man and His Dream,1988,7.2,35,30,5,85,6.8,7,5,2,71,3.2,1497,58,http://content7.flixster.com/movie/25/57/255709_det.jpg
227,Drop Zone,1994,4.1,19,6,13,31,0,3,1,2,33,2.7,2485,36,http://content9.flixster.com/movie/27/31/273103_det.jpg
228,Destiny Turns on the Radio,1995,2.7,15,2,13,13,0,2,0,2,0,2.6,446,27,http://content8.flixster.com/movie/71/21/48/7121486_det.jpg
229,Death and the Maiden,1994,7,48,40,8,83,6.2,10,7,3,70,3.6,1972,76,http://content9.flixster.com/movie/10/92/35/10923515_det.jpg
230,Dolores Claiborne,1995,6.8,33,28,5,84,0,4,3,1,75,3.4,4632,75,http://content6.flixster.com/movie/26/92/269216_det.jpg
231,Dumb & Dumber,1994,5.8,45,28,17,62,4.8,10,4,6,40,3.3,95871,79,http://content6.flixster.com/movie/25/45/254516_det.jpg
232,Yin shi nan nu,1994,7.4,31,29,2,93,7.9,8,8,0,100,4,3802,91,http://content8.flixster.com/movie/28/62/286218_det.jpg
233,Exotica,1994,8.3,27,26,1,96,0,3,3,0,100,3.7,1837,81,http://content8.flixster.com/movie/27/34/273426_det.jpg
234,Exit to Eden,1994,2.4,15,1,14,6,0,3,0,3,0,2.3,1694,27,http://content8.flixster.com/movie/26/84/268410_det.jpg
235,Ed Wood,1994,7.9,57,52,5,91,7.2,12,9,3,75,3.7,28216,83,http://content9.flixster.com/movie/10/88/97/10889755_det.jpg
236,French Kiss,1995,5.7,21,10,11,47,0,4,1,3,25,3.2,11010,70,http://content6.flixster.com/movie/10/83/82/10838220_det.jpg
237,Forget Paris,1995,5.4,33,17,16,51,4.7,8,2,6,25,3,2108,51,http://content7.flixster.com/movie/25/90/259029_det.jpg
238,Far from Home: The Adventures of Yellow Dog,1995,5.2,6,3,3,50,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/26/37/263710_det.jpg
239,A Goofy Movie,1995,5.7,14,8,6,57,0,2,1,1,50,3.1,17024,57,http://content6.flixster.com/movie/25/16/251608_det.jpg
240,Hideaway,1995,3.5,12,2,10,16,0,4,1,3,25,2.8,1077,41,http://content6.flixster.com/movie/28/06/280696_det.jpg
241,Fluke,1995,4,9,3,6,33,0,3,0,3,0,3.4,1598,70,http://content9.flixster.com/movie/25/77/257791_det.jpg
242,Farinelli,1994,5.7,21,14,7,66,4.7,6,2,4,33,3.8,1092,81,http://content8.flixster.com/movie/27/15/271518_det.jpg
243,Flash Gordon,1980,6.3,32,26,6,81,0,3,2,1,66,3.1,6492,64,http://content7.flixster.com/movie/25/73/257321_det.jpg
244,Gumby: The Movie,1995,0,4,0,4,0,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/94/41/10944103_det.jpg
245,The Glass Shield,1994,5.6,21,13,8,61,5.2,7,3,4,42,3,263,41,http://content9.flixster.com/movie/26/60/266023_det.jpg
246,Hoop Dreams,1994,8.5,44,43,1,97,8.1,12,12,0,100,4.1,3243,92,http://content6.flixster.com/movie/76/93/769348_det.jpg
247,Heavenly Creatures,1994,8.3,41,39,2,95,7.8,9,9,0,100,3.7,8208,82,http://content9.flixster.com/movie/10/90/75/10907555_det.jpg
248,Houseguest,1995,3.4,20,3,17,15,5.2,5,3,2,60,2.8,1745,51,http://content7.flixster.com/movie/26/06/260693_det.jpg
249,Immortal Beloved,1994,6,30,17,13,56,0,3,2,1,66,3.8,4786,87,http://content7.flixster.com/movie/26/75/267513_det.jpg
250,Heavy Weights,1995,4.1,5,1,4,20,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/93/03/10930316_det.jpg
251,The Hunted,2003,4.7,143,44,99,30,4.5,34,10,24,29,3,5362,51,http://content9.flixster.com/movie/11/13/64/11136427_det.jpg
252,I.Q.,1994,5.1,21,9,12,42,0,3,1,2,33,2.8,3758,46,http://content8.flixster.com/movie/10/91/74/10917466_det.jpg
253,Interview with the Vampire: The Vampire Chronicles,1994,5.8,45,26,19,57,4.6,10,4,6,40,3.7,77706,85,http://content6.flixster.com/movie/28/01/280124_det.jpg
254,Jefferson in Paris,1995,4.9,14,5,9,35,0,3,1,2,33,2.8,404,27,http://content6.flixster.com/movie/26/30/263024_det.jpg
255,The Jerky Boys,1995,1.6,10,1,9,10,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/62/23/13/6223134_det.jpg
256,Junior,1994,4.7,30,10,20,33,5.8,8,5,3,62,2.4,9754,28,http://content8.flixster.com/movie/10/84/29/10842998_det.jpg
257,Just Cause,1995,4,26,6,20,23,4.2,8,2,6,25,3.1,2888,51,http://content8.flixster.com/movie/10/87/09/10870958_det.jpg
258,A Kid in King Arthur's Court,1995,3.2,6,0,6,0,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/26/31/263115_det.jpg
259,Kiss of Death,1995,6.4,36,24,12,66,7.2,12,9,3,75,2.9,2125,39,http://content6.flixster.com/movie/27/76/277616_det.jpg
260,Star Wars,1977,8.2,64,60,4,93,7.4,17,15,2,88,4.1,147448,93,http://content9.flixster.com/movie/10/94/47/10944715_det.jpg
261,Little Women,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/86/52/10865225_det.jpg
262,A Little Princess,1995,8.4,20,19,1,95,0,3,3,0,100,3.4,13643,81,http://content6.flixster.com/movie/29/07/290716_det.jpg
263,Ladybird Ladybird,1994,7.2,6,4,2,66,0,2,2,0,100,4,368,87,http://content9.flixster.com/movie/92/74/35/9274359_det.jpg
264,L'enfer,1994,7.9,8,8,0,100,0,1,1,0,100,3.5,421,67,http://content8.flixster.com/movie/10/88/73/10887306_det.jpg
265,Como agua para chocolate,1992,7.6,28,25,3,89,0,3,3,0,100,3.9,5713,86,http://content9.flixster.com/movie/10/89/25/10892515_det.jpg
266,Legends of the Fall,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/90/03/10900344_det.jpg
267,Major Payne,1995,4.6,10,3,7,30,0,2,1,1,50,2.9,8555,69,http://content9.flixster.com/movie/25/69/256903_det.jpg
268,Little Odessa,1994,5.8,17,11,6,64,0,3,1,2,33,3.5,985,69,http://content9.flixster.com/movie/28/36/283627_det.jpg
269,Mi vida loca,1993,6.6,15,12,3,80,0,3,2,1,66,3.9,2251,81,http://content8.flixster.com/movie/10/85/41/10854174_det.jpg
270,Love Affair,1994,4.8,26,8,18,30,0,3,1,2,33,3.5,1260,71,http://content8.flixster.com/movie/25/75/257510_det.jpg
271,Losing Isaiah,1995,5.1,28,12,16,42,5,9,4,5,44,3.6,2364,76,http://content7.flixster.com/movie/27/48/274897_det.jpg
272,The Madness of King George,1994,7.8,42,39,3,92,8.1,10,10,0,100,3.6,1886,76,http://content6.flixster.com/movie/10/88/81/10888184_det.jpg
273,Frankenstein,1931,8.5,38,38,0,100,7.8,5,5,0,100,3.6,7211,81,http://content8.flixster.com/movie/28/83/288310_det.jpg
274,Man of the House,2005,3.3,60,5,55,8,3.9,16,4,12,25,3.1,10877,59,http://content9.flixster.com/movie/10/91/27/10912719_det.jpg
275,Mixed Nuts,1994,2.8,28,2,26,7,2.5,6,0,6,0,2.9,2410,46,http://content9.flixster.com/movie/10/93/94/10939467_det.jpg
276,Milk Money,1994,2.6,25,1,24,4,2.5,8,0,8,0,2.7,2126,40,http://content7.flixster.com/movie/25/98/259809_det.jpg
277,Miracle on 34th Street,1947,8,31,29,2,93,0,2,2,0,100,3.5,5409,81,http://content7.flixster.com/movie/29/05/290513_det.jpg
278,Miami Rhapsody,1995,6.1,18,8,10,44,0,3,2,1,66,2.6,766,28,http://content6.flixster.com/movie/26/49/264916_det.jpg
279,My Family,1995,7.2,11,9,2,81,0,3,3,0,100,3.9,1137,85,http://content8.flixster.com/movie/26/95/269594_det.jpg
280,Murder in the First,1995,5.5,34,17,17,50,4.8,10,4,6,40,3.5,3888,78,http://content6.flixster.com/movie/27/53/275304_det.jpg
281,Nobody's Fool,1986,0,4,0,4,0,0,1,0,1,0,3,289,43,http://content6.flixster.com/movie/26/56/265692_det.jpg
282,Nell,1994,5,31,16,15,51,0,3,3,0,100,3.1,5373,63,http://content8.flixster.com/movie/25/69/256906_det.jpg
283,New Jersey Drive,1995,6.5,7,4,3,57,0,3,2,1,66,3.8,814,81,http://content6.flixster.com/movie/28/25/282508_det.jpg
284,Nyû Yôku no koppu,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/97/24/10972404_det.jpg
285,Beyond Bedlam,1994,0,1,0,1,0,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/80/07/10800750_det.jpg
286,Nemesis 2: Nebula,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/88/48/10884886_det.jpg
287,Nina Takes a Lover,1994,5.2,6,3,3,50,0,2,0,2,0,3.4,125,52,http://content8.flixster.com/movie/62/32/18/6232186_det.jpg
288,Natural Born Killers,1994,6,29,15,14,51,5.9,7,3,4,42,3.5,39062,80,http://content8.flixster.com/movie/10/88/54/10885402_det.jpg
289,Only You,1994,5.5,22,11,11,50,0,3,1,2,33,3.3,4388,69,http://content9.flixster.com/movie/25/51/255111_det.jpg
290,Once Were Warriors,1994,7.7,31,29,2,93,7.4,8,7,1,87,0,0,0,http://content7.flixster.com/movie/29/03/290325_det.jpg
291,Poison Ivy II,1996,3.8,6,1,5,16,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/27/08/270820_det.jpg
292,Outbreak,1995,5.6,41,24,17,58,5.1,10,4,6,40,3.1,10732,55,http://content7.flixster.com/movie/55/37/06/5537065_det.jpg
293,Léon,1994,6.8,39,30,9,76,5.8,8,4,4,50,4.1,59011,94,http://content7.flixster.com/movie/28/62/286221_det.jpg
294,The Perez Family,1995,6.3,15,10,5,66,5.9,5,2,3,40,3.2,500,50,http://content9.flixster.com/movie/27/83/278323_det.jpg
295,A Pyromaniac's Love Story,1995,3.4,9,0,9,0,0,2,0,2,0,3.1,773,44,http://content6.flixster.com/movie/26/55/265524_det.jpg
296,Pulp Fiction,1994,8.9,50,47,3,94,8.4,14,13,1,92,4.2,249269,95,http://content9.flixster.com/movie/10/88/65/10886599_det.jpg
297,The Pink Panther 2,2009,3.5,128,16,112,12,3.9,25,4,21,16,3.1,77879,48,http://content7.flixster.com/movie/10/86/24/10862497_det.jpg
298,Tui shou,1992,0,2,2,0,100,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/84/00/10840038_det.jpg
299,Priest,1994,7.2,19,13,6,68,0,4,3,1,75,3.8,1042,81,http://content9.flixster.com/movie/11/12/75/11127515_det.jpg
300,Quiz Show,1994,8.1,50,48,2,96,8.2,12,12,0,100,3.5,5428,79,http://content6.flixster.com/movie/25/87/258704_det.jpg
301,Picture Bride,1994,6.8,10,8,2,80,0,3,3,0,100,3.7,324,77,http://content8.flixster.com/movie/26/07/260722_det.jpg
302,La reine Margot,1994,5.9,22,17,5,77,0,2,1,1,50,4,2511,86,http://content7.flixster.com/movie/10/88/68/10886821_det.jpg
303,The Quick and the Dead,1995,5.9,39,22,17,56,4.2,8,1,7,12,3.1,12178,56,http://content8.flixster.com/movie/27/21/272198_det.jpg
304,Roommates,1995,5.1,13,4,9,30,0,2,0,2,0,3.2,387,51,http://content7.flixster.com/movie/26/08/260809_det.jpg
305,Prêt-à-Porter,1994,4.8,21,6,15,28,4.3,5,0,5,0,2.5,1885,26,http://content6.flixster.com/movie/27/50/275000_det.jpg
306,Trois couleurs: Rouge,1994,8.5,40,40,0,100,8.2,10,10,0,100,4.2,9557,94,http://content7.flixster.com/movie/10/87/54/10875473_det.jpg
307,Trois couleurs: Bleu,1993,8.4,32,32,0,100,8,5,5,0,100,4.2,11731,93,http://content7.flixster.com/movie/11/12/07/11120777_det.jpg
308,Trzy kolory: Bialy,1994,7.5,31,28,3,90,7.6,9,9,0,100,3.9,5105,86,http://content8.flixster.com/movie/10/87/62/10876274_det.jpg
309,Pao Da Shuang Deng,1994,0,4,3,1,75,0,1,0,1,0,4.6,71,100,http://content9.flixster.com/movie/10/89/26/10892695_det.jpg
310,Rent-a-Kid,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/96/79/10/9679108_det.jpg
312,Stuart Saves His Family,1995,4.6,25,7,18,28,5.2,10,3,7,30,2.6,531,44,http://content9.flixster.com/movie/10/84/58/10845847_det.jpg
313,The Swan Princess,1994,5.3,9,4,5,44,0,3,2,1,66,3.1,5951,66,http://content9.flixster.com/movie/10/89/44/10894435_det.jpg
314,The Secret of Roan Inish,1994,7.8,40,39,1,97,7.5,12,11,1,91,3.9,1439,86,http://content8.flixster.com/movie/10/88/77/10887722_det.jpg
315,The Specialist,1994,3.1,24,1,23,4,3.8,5,0,5,0,2.5,5147,34,http://content8.flixster.com/movie/27/73/277302_det.jpg
316,Stargate,1994,5.2,37,17,20,45,0,4,1,3,25,3.3,23611,75,http://content6.flixster.com/movie/26/48/264812_det.jpg
317,Santa Claus,1985,4.1,17,3,14,17,0,1,0,1,0,3.1,2513,66,http://content7.flixster.com/movie/25/49/254909_det.jpg
318,The Shawshank Redemption,1994,8,57,50,7,87,7.9,11,10,1,90,4.4,168839,98,http://content9.flixster.com/movie/11/12/45/11124527_det.jpg
319,Shallow Grave,1994,6.4,42,30,12,71,5.4,10,5,5,50,3.6,9041,81,http://content7.flixster.com/movie/28/27/282713_det.jpg
320,Suture,1993,6.2,11,7,4,63,0,3,0,3,0,3.6,236,74,http://content7.flixster.com/movie/10/91/57/10915785_det.jpg
321,Fresa y chocolate,1994,6.6,19,15,4,78,0,2,2,0,100,3.9,848,83,http://content6.flixster.com/movie/10/89/25/10892516_det.jpg
322,Swimming with Sharks,1994,6.3,33,25,8,75,5.4,10,5,5,50,3.6,2888,78,http://content7.flixster.com/movie/27/81/278121_det.jpg
324,The Sum of Us,1994,6.5,13,9,4,69,0,2,1,1,50,3.6,1056,74,http://content6.flixster.com/movie/27/41/274112_det.jpg
325,Senior Trip,1995,2.6,7,0,7,0,0,1,0,1,0,3,1370,53,http://content7.flixster.com/movie/10/86/94/10869433_det.jpg
326,Huozhe,1994,8.1,14,12,2,85,0,3,3,0,100,4.3,1836,95,http://content8.flixster.com/movie/10/97/19/10971966_det.jpg
327,Tank Girl,1995,4.9,33,14,19,42,5.3,9,4,5,44,2.8,7013,61,http://content8.flixster.com/movie/10/91/40/10914042_det.jpg
328,Tales from the Crypt: Demon Knight,1995,4,23,7,16,30,3.4,7,1,6,14,3.2,4989,63,http://content9.flixster.com/movie/10/88/79/10887979_det.jpg
329,Star Trek: Generations,1994,5.5,44,20,24,45,6.4,9,6,3,66,3.3,15342,62,http://content6.flixster.com/movie/10/88/86/10888600_det.jpg
330,Tales from the Hood,1995,4.3,15,5,10,33,0,2,1,1,50,3.1,2119,58,http://content9.flixster.com/movie/27/30/273091_det.jpg
331,Tom & Viv,1994,4.8,11,4,7,36,0,2,1,1,50,3.4,351,59,http://content7.flixster.com/movie/26/43/264309_det.jpg
332,Village of the Damned,1995,4,30,9,21,30,4.2,5,2,3,40,2.7,4194,36,http://content6.flixster.com/movie/11/15/07/11150724_det.jpg
333,Tommy Boy,1995,5.2,38,17,21,44,3.6,6,1,5,16,3.6,34476,89,http://content6.flixster.com/movie/26/58/265820_det.jpg
334,Vanya on 42nd Street,1994,7.6,32,28,4,87,7.7,9,8,1,88,3.7,466,73,http://content8.flixster.com/movie/10/92/26/10922666_det.jpg
335,Underneath,1995,5.7,19,10,9,52,5.8,8,3,5,37,3,405,36,http://content8.flixster.com/movie/28/03/280322_det.jpg
336,Incubo sulla città contaminata,1980,0,4,2,2,50,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/89/70/10897052_det.jpg
337,What's Eating Gilbert Grape,1993,7.3,42,37,5,88,5.8,9,6,3,66,3.7,57512,86,http://content8.flixster.com/movie/25/42/254226_det.jpg
338,Virtuosity,1995,4.3,29,10,19,34,4,8,2,6,25,2.8,4167,37,http://content7.flixster.com/movie/27/58/275825_det.jpg
339,While You Were Sleeping,1995,6.5,41,35,6,85,6.5,13,11,2,84,3.2,25923,75,http://content7.flixster.com/movie/63/59/09/6359097_det.jpg
340,War,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/84/31/10843105_det.jpg
341,Double Happiness,1994,7,10,7,3,70,0,2,2,0,100,3.4,627,61,http://content9.flixster.com/movie/51/27/62/5127627_det.jpg
342,Muriel's Wedding,1994,7.1,32,29,3,90,0,4,4,0,100,3.4,8356,78,http://content7.flixster.com/movie/26/76/267629_det.jpg
343,The Baby-Sitters Club,1995,6,15,9,6,60,6.1,7,3,4,42,2.9,1930,46,http://content6.flixster.com/movie/26/16/261608_det.jpg
344,Ace Ventura: Pet Detective,1994,4.6,37,18,19,48,0,2,0,2,0,3.1,163811,57,http://content7.flixster.com/movie/11/14/42/11144273_det.jpg
345,"The Adventures of Priscilla, Queen of the Desert",1994,7,29,27,2,93,7,6,5,1,83,3.7,8695,84,http://content8.flixster.com/movie/11/15/32/11153218_det.jpg
346,Backbeat,1994,6.2,34,25,9,73,6.5,9,6,3,66,3.3,926,67,http://content7.flixster.com/movie/28/07/280793_det.jpg
347,Bitter Moon,1992,6.2,29,19,10,65,4.7,8,3,5,37,3.8,3436,79,http://content8.flixster.com/movie/27/35/273518_det.jpg
348,Bullets Over Broadway,1994,7.9,54,52,2,96,8.2,12,12,0,100,3.6,3913,79,http://content8.flixster.com/movie/26/94/269498_det.jpg
349,Clear and Present Danger,1994,6.8,37,29,8,78,7.1,9,7,2,77,3.3,11095,69,http://content6.flixster.com/movie/26/52/265216_det.jpg
350,The Client,1994,6.1,35,28,7,80,6.2,7,5,2,71,3.3,7408,67,http://content8.flixster.com/movie/26/01/260102_det.jpg
351,"Corrina, Corrina",1994,5.2,16,6,10,37,0,3,0,3,0,3.1,4265,65,http://content7.flixster.com/movie/25/88/258897_det.jpg
352,Crooklyn,1994,6.6,24,18,6,75,6.8,7,6,1,85,4.1,3115,87,http://content7.flixster.com/movie/25/71/257101_det.jpg
353,The Crow,1994,7,40,33,7,82,6.9,8,6,2,75,3.8,64467,87,http://content6.flixster.com/movie/10/93/21/10932156_det.jpg
354,Cobb,1994,6.2,32,21,11,65,5.2,8,4,4,50,3.2,875,57,http://content7.flixster.com/movie/27/09/270909_det.jpg
355,The Flintstones,1994,3.7,40,8,32,20,4.5,7,2,5,28,2.5,11823,35,http://content7.flixster.com/movie/10/87/96/10879629_det.jpg
356,Forrest Gump,1994,6.9,53,37,16,69,7,13,9,4,69,4.1,205253,93,http://content7.flixster.com/movie/60/49/71/6049713_det.jpg
357,Four Weddings and a Funeral,1994,7.5,49,47,2,95,7.3,9,8,1,88,3.2,21524,68,http://content7.flixster.com/movie/28/17/281725_det.jpg
358,Higher Learning,1995,5.3,34,17,17,50,4.6,11,4,7,36,3.5,4026,77,http://content7.flixster.com/movie/33/06/29/3306293_det.jpg
359,I Like It Like That,1994,7.4,9,7,2,77,0,3,3,0,100,4,625,85,http://content8.flixster.com/movie/27/50/275006_det.jpg
360,I Love Trouble,1994,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
361,It Could Happen to You,1994,6.2,34,23,11,67,6.2,8,6,2,75,3,6180,53,http://content9.flixster.com/movie/25/86/258695_det.jpg
362,The Jungle Book,1967,7.3,27,24,3,88,0,2,1,1,50,3.5,35715,70,http://content7.flixster.com/movie/25/07/250701_det.jpg
363,Die Macht der Bilder: Leni Riefenstahl,1993,7.6,22,21,1,95,0,4,3,1,75,3.7,257,81,http://content7.flixster.com/movie/29/44/294405_det.jpg
364,The Lion King,1994,8,61,56,5,91,7.8,13,13,0,100,3.9,127550,89,http://content7.flixster.com/movie/25/07/250709_det.jpg
365,Little Buddha,1993,5.8,22,14,8,63,6.4,7,4,3,57,3.1,2898,50,http://content8.flixster.com/movie/25/64/256422_det.jpg
366,New Nightmare,1994,6.6,31,25,6,80,6.3,9,7,2,77,3.2,11902,65,http://content7.flixster.com/movie/11/13/01/11130129_det.jpg
367,The Mask,1994,6.4,44,33,11,75,6.1,9,5,4,55,3.2,68419,66,http://content6.flixster.com/movie/62/33/43/6233432_det.jpg
368,Maverick,1994,6,37,26,11,70,7.4,6,6,0,100,3.2,11507,68,http://content7.flixster.com/movie/25/61/256125_det.jpg
369,Mrs. Parker and the Vicious Circle,1994,6.3,24,17,7,70,0,3,2,1,66,3.5,634,62,http://content8.flixster.com/movie/10/93/78/10937814_det.jpg
370,Naked Gun 33 1/3: The Final Insult,1994,5.6,32,17,15,53,7,7,6,1,85,2.9,10482,59,http://content6.flixster.com/movie/10/93/73/10937364_det.jpg
371,The Paper,1994,6.7,31,27,4,87,6.9,7,6,1,85,3.1,1357,54,http://content9.flixster.com/movie/10/95/42/10954299_det.jpg
372,Reality Bites,1994,6,42,27,15,64,6.1,9,5,4,55,3.3,10533,74,http://content6.flixster.com/movie/10/87/05/10870532_det.jpg
373,Red Rock West,1993,7.5,37,35,2,94,7.2,8,7,1,87,0,0,0,http://content6.flixster.com/movie/27/59/275920_det.jpg
374,Ri¢hie Ri¢h,1994,4.2,20,5,15,25,4.8,5,2,3,40,2.5,10242,38,http://content6.flixster.com/movie/10/94/80/10948008_det.jpg
375,Safe Passage,1994,5.8,12,6,6,50,0,3,1,2,33,3.4,310,59,http://content8.flixster.com/movie/10/86/70/10867050_det.jpg
376,The River Wild,1994,5.8,27,15,12,55,5.8,6,3,3,50,2.9,5610,50,http://content8.flixster.com/movie/10/92/73/10927394_det.jpg
377,Speed,1994,7.6,41,37,4,90,7.1,9,7,2,77,3.3,51008,72,http://content6.flixster.com/movie/27/61/276116_det.jpg
